label,voxel_count,volume_um3,centroid_z_px,centroid_y_px,centroid_x_px,centroid_z_um,centroid_y_um,centroid_x_um,bbox_z0_px,bbox_y0_px,bbox_x0_px,bbox_z1_px,bbox_y1_px,bbox_x1_px
462,298,148.01830773833626,3.8758389261744965,136.7281879194631,230.79530201342283,5.813758389261745,78.67957654109289,132.81004382787447,2,129,226,7,144,238
466,241,119.70608109039945,4.070539419087137,134.2780082987552,63.850622406639005,6.105809128630705,77.26963249122026,36.742532825774774,2,128,60,7,141,69
467,281,139.57431031702177,3.8398576512455516,138.6405693950178,92.02846975088968,5.759786476868327,79.7800472411822,52.957339228322084,2,130,88,7,146,98
468,264,131.13031289570728,3.9166666666666665,134.0909090909091,44.628787878787875,5.875,77.16196715411233,25.681420819484504,2,126,39,7,141,50
469,194,96.36091174911823,3.3762886597938144,135.4278350515464,251.3041237113402,5.064432989690721,77.93129475254212,144.61174639632648,2,131,245,6,141,256
471,283,140.56772177835288,4.332155477031802,138.43816254416961,51.41696113074205,6.498233215547703,79.6635731947103,29.58764239002066,2,132,48,7,147,56
472,283,140.56772177835288,4.5265017667844525,134.07067137809187,71.35689045936395,6.789752650176679,77.1503214598422,41.06197858731889,2,127,66,7,145,77
473,237,117.71925816773722,4.257383966244726,135.64556962025316,116.41350210970464,6.386075949367089,78.0565890603574,66.9895885335094,2,131,111,7,142,123
477,368,182.7877088849253,4.1603260869565215,138.1413043478261,23.157608695652176,6.240489130434782,79.49274757684415,13.3259342759042,2,132,19,7,145,30
478,317,157.45571662098186,4.277602523659306,133.87381703470032,102.31230283911673,6.416403785488959,77.03704257701634,58.87512139828387,2,125,97,7,141,108
479,285,141.561133239684,3.7157894736842105,138.51228070175438,77.8280701754386,5.573684210526316,79.70622413115224,44.78578775592988,2,133,74,7,146,84
480,370,183.78112034625642,3.77027027027027,140.8918918918919,142.0,5.655405405405405,81.07555991787932,81.7132153862532,2,132,137,7,149,149
481,319,158.44912808231297,3.7021943573667713,141.5141065830721,111.35423197492163,5.553291536050157,81.43361036208283,64.07825592632095,2,135,107,7,150,117
482,270,134.11054727970063,3.4703703703703703,142.82962962962964,83.38518518518518,5.205555555555556,82.19062175679365,47.98360279619469,2,134,80,7,152,88
483,309,153.48207077565738,3.3624595469255665,145.35922330097088,128.72491909385113,5.043689320388349,83.64626423923033,74.07413408094277,2,138,121,6,152,136
489,21,10.430820343976716,4.238095238095238,144.76190476190476,0.5238095238095238,6.357142857142858,83.30254016573096,0.3014236650733686,3,143,0,6,148,3
490,425,211.0999355328621,3.6070588235294117,146.59058823529412,104.84470588235294,5.410588235294117,84.354847254001,60.33238052023291,2,140,97,7,158,110
491,343,170.37006561828636,3.6355685131195337,147.04373177842567,121.865889212828,5.4533527696793005,84.61560652118972,70.12713840482454,2,140,117,6,156,128
492,521,258.7836856767557,3.2341650671785027,147.90978886756238,218.62380038387715,4.8512476007677545,85.1139748976786,125.80601189668295,2,139,211,6,157,228
494,209,103.8114977091016,3.665071770334928,144.47846889952154,59.58373205741627,5.497607655502392,83.13943836523019,34.28717134594687,2,139,55,6,150,65
497,536,266.23427163673904,3.8022388059701493,148.22388059701493,161.17537313432837,5.703358208955224,85.29471746908561,92.74759140764156,2,140,153,7,157,170
499,288,143.05125043168067,2.9791666666666665,150.41319444444446,234.88888888888889,4.46875,86.55454756741742,135.1656786592639,2,144,228,6,157,242
501,287,142.55454470101512,3.4634146341463414,150.0871080139373,68.65505226480836,5.195121951219512,86.36690270311766,39.50721882442786,2,144,64,6,159,74
502,436,216.56369857018325,3.779816513761468,152.22018348623854,136.62844036697248,5.669724770642202,87.59437069961966,78.62217729291741,2,144,132,7,162,143
503,318,157.9524223516474,3.5377358490566038,149.55974842767296,149.69496855345912,5.306603773584905,86.06343617172031,86.1412479411775,2,144,142,6,155,159
